brand_name,brand_handle,brand_gid,metaobject_type,aliases,updated_at,fields_json
Power Stroke Products,powerstroke,gid://shopify/Metaobject/228488348013,brand,,2026-02-12T16:20:11Z,"{""brand_name"": ""Power Stroke Products"", ""description"": ""<p>When its time to take your Powerstroke to the next level, its time to upgrade with Power Stroke Products' line of engine upgrades. Well known in the industry as the premier source for upgraded cams, springs, and nearly anything you'll find once you pop off your valve covers, you're sure to not be disappointed.</p>\n<p>Based out of Bertram, Texas, Power Stroke Products is a Made in the USA company that has a thorough understanding on how to properly build power with reliability in mind. Whether you've got a 7.3 that you're tearing apart and looking for a mild upgrade, or building a high horsepower 6.7, PSP has your back.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_powerstroke.jpg?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/53065810903405"", ""collection"": ""gid://shopify/Collection/623878373741""}"
PowerStop,powerstopbrakes,gid://shopify/Metaobject/228484612461,brand,,2026-02-12T16:19:54Z,"{""brand_name"": ""PowerStop"", ""description"": ""Covering 98% of automotive models on the road, PowerStop does everything\n they can to ensure you have everything you need to complete your \nvehicles brake project in one box. Aside from their specialty kits for \nthe track, everything you'll need: pads, rotors, hardware, etc. are \nincluded in your brake purchase box. Whether you have a classic muscle \ncar, import street prowler or late model truck, PowerStop has a kit to \nkeep you safe.<br>PowerStop co-founder Arvin Scott has spent his entire life around cars. As a kid, Arvin would spend his summers helping run the cash register at his grandfathers auto parts store in the outskirts of Chicago. Early on, Arvin realized that most vehicles suffer from weak brakes. With PowerStop, he set out to make the brakes that shouldve come on every new car. Today, PowerStop still aims to provide top quality performance brakes for every vehicle on the road.<br>With corporate responsibility and dedication always in question, PowerStop is committed to the environment, employee safety and regulation compliance. Between running 100% copper free brake pads well ahead of California and Washington states timelines, they also ensure a like factory fit for all components and perform the same testing as manufactures making new vehicles."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_powerstopbrakes.jpg?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/53065808839021"", ""collection"": ""gid://shopify/Collection/623885287789""}"
Powermaster Performance Starters and Alternators,powermaster,gid://shopify/Metaobject/228485955949,brand,,2026-02-12T16:19:36Z,"{""brand_name"": ""Powermaster Performance Starters and Alternators"", ""description"": ""The two most important electrical components of your truck are the starter and the alternator. One gets it running, and the other keeps it running. Over time, these can begin to degrade and require replacement, and when that time comes, make sure to give your truck a big upgrade by going with the trusted name of Powermaster. These are designed as a direct replacement for a simple installation, but deliver big gains in power so you'll realize easier starts and better charging, no matter how many 12 volt accessories you're running."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Powermaster.jpg?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/53065804022125"", ""collection"": ""gid://shopify/Collection/623879553389""}"
Pro Eagle Floor Jacks,proeagle,gid://shopify/Metaobject/228485366125,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""Pro Eagle Floor Jacks"", ""description"": ""Are you ready for a REAL floor jack?Pro Eagle builds the best floor jacks in the industry, delivering a solid foundation when working on your truck. While these jacks' original intentions were for use when off-road, they work excellent in the shop, driveway, or any other location. You know those times when you're scooting the old floor jack across your shop, hit a pebble, and it just stops dead in its tracks....not a problem with a Pro Eagle.Or what about when you have to literally drag your tiny wheeled jack through a gravel driveway? The Pro Eagle will roll right along.But its not all about the wheels, these jacks are nothing like what you'll find at your local parts store, complete ruggedness and quality is all you'll find in and out of a Pro Eagle.Overall, if you love your truck and want only the best, make sure you're only using the best tools, upgrade with a Pro Eagle."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_ProEagle.png?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/51870271734125"", ""collection"": ""gid://shopify/Collection/623879618925""}"
ProActive Gears,proactivegear,gid://shopify/Metaobject/228485169517,brand,,2025-07-21T14:59:22Z,"{""brand_name"": ""ProActive Gears"", ""description"": ""<p>Drivers rely on their vehicles' transmissions and transfer cases to perform flawlessly, delivering power precisely when needed. When it comes to vehicle performance, every component from gears to pinions to shafts must work seamlessly to ensure reliability and optimal function. Professional mechanics and car owners alike trust ProActive Gears to supply high-quality aftermarket transmission and transfer case components that deliver consistent performance in every condition. ProActive Gears is a top-tier automotive components supplier with a strong track record of sourcing and providing premium aftermarket transmission and transfer case parts from leading global manufacturers. By specializing in cost-effective, high-quality alternatives to OEM components, ProActive Gears imports components directly from manufacturers, offering exceptional value while keeping vehicles on the road longer and running efficiently. No other supplier in the industry matches ProActive Gears in quality and service.</p>\n\n<p>ProActive Gears offers a full array of parts and components for transmissions and transfer cases, crafted to exact OEM specifications. The product line includes full transmissions, transmission parts, powertrain components, transfer cases, transfer case components, rings and pinions, and installation kits. ProActive Gears has helped keep vehicles on the road for over 35 years. Established in 1984 ProActive Gears, the company has grown from a direct importer in Chicago to a diverse supplier with an extensive product range that now includes differential, transfer case, and manual transmission products. With a second distribution center, ProActive Gears also provides expedited shipping for West Coast customers, ensuring timely delivery and continued commitment to top-quality aftermarket solutions.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_ProActiveGear_0cc8e30f-2001-4fa3-9dd5-e28fcf40214a.png?v=1752773834"", ""image_file"": ""gid://shopify/MediaImage/52039499252077"", ""collection"": ""gid://shopify/Collection/623885320557""}"
Proforged Steering & Suspension,proforged,gid://shopify/Metaobject/228489167213,brand,,2025-07-21T14:57:07Z,"{""brand_name"": ""Proforged Steering & Suspension"", ""description"": ""<p>The steering and suspension parts on your truck take the most abuse out of any component as they are constantly having to react to the varying conditions on the road. From the factory, the components are built as wear items, knowing full and well that they will degrade at least within 100,000 miles on a stock truck used for light duty purposes. As lift kits and larger tires are installed, coupled with more heavy duty use such as offroading, snow plowing, or frequently hauling heavy loads, these components will wear out exponentially faster. When it comes time to replace these components, why not replace with components that are far superior to the pieces being removed?</p>\n\n<p>Proforged specializes in designing and building components that are designed to take a beating and at a price that's easily comparable to lesser quality original equipment replacements. This is accomplished by developing new products that are designed using the latest CAD programs and prototypes are validated through hardness testing, microstructure analysis, surface finish examination, and roundness testing. Further, they ensure application suitability through extensive tensile and elasticity strength testing, stud pullout testing, stud impact testing, salt spray tests, and cycle testing for durability.</p>\n\n<p>The result is a finished product that is superiorly strong, durable, and free of defects  exactly what todays performance enthusiast demands.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_proforged.png?v=1752773855"", ""image_file"": ""gid://shopify/MediaImage/52039499809133"", ""collection"": ""gid://shopify/Collection/623883452781""}"
Prothane,prothane,gid://shopify/Metaobject/228484907373,brand,,2025-07-15T21:55:35Z,"{""brand_name"": ""Prothane"", ""description"": ""Prothane is a leader in high performance motion control urethane products, delivering innovative solutions for cars and trucks worldwide. With over 30 years of experience, Prothane has built a reputation for producing durable and reliable suspension components, tailored to meet the exact specifications of every application. From control arm bushings to coil spring spacers, Prothane parts guarantee stability and exceptional performance on any track or terrain.<br>Founded by professional car racers, Prothane began as a small operation focused on high quality urethane suspension parts. Today, they offer over 10,000 part numbers designed to replace and upgrade factory rubber bushings, mounts, and components. Using proprietary formulas and advanced engineering, Prothane ensures that each product delivers superior resilience, performance, and durability. Prothane's passion for the automotive industry drives every innovation, and their skilled engineers work closely with customers to meet evolving needs. Proudly made in the USA, their extensive product lineup supports a wide range of vehicles, from American trucks to Asian and European imports. Whether you're restoring a classic or enhancing a modern build, Prothane has the components to make your vehicle handle better, last longer, and perform at its best.<br>Shop Prothane at DPP for unparalleled suspension upgrades that combine cutting-edge technology, unmatched durability, and guaranteed performance for every vehicle."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_prothane.png?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/51870271865197"", ""collection"": ""gid://shopify/Collection/623885746541""}"
PureDPF,puredpf,gid://shopify/Metaobject/228483858797,brand,,2025-07-21T14:52:47Z,"{""brand_name"": ""PureDPF"", ""description"": ""<p>PureDPF is your trusted source for premium diesel particulate filters (DPFs) and emissions control solutions. At PureDPF, they understand the critical importance of maintaining a clean and efficient diesel exhaust system. With a commitment to excellence and innovation, they offer a comprehensive range of high-quality DPF products designed to meet the stringent requirements of modern diesel engines.</p>\n<p>Their mission is to provide drivers, fleet managers, and automotive professionals with reliable, cost-effective solutions to reduce emissions and improve air quality. Whether you're looking to replace a worn-out DPF or upgrade to a more efficient system, PureDPF has you covered. Backed by years of industry experience and expertise, their team is dedicated to delivering exceptional customer service and technical support. They work tirelessly to ensure that our products meet the highest standards of performance, durability, and reliability.</p>\n<p>At PureDPF, they believe in sustainability and environmental responsibility. By investing in their advanced emissions control solutions, you can minimize your vehicle's carbon footprint and contribute to a cleaner, healthier planet.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_puredpf.png?v=1752773925"", ""image_file"": ""gid://shopify/MediaImage/52039501807981"", ""collection"": ""gid://shopify/Collection/623885189485""}"
PurePower,purepower,gid://shopify/Metaobject/228485988717,brand,,2025-07-15T21:55:36Z,"{""brand_name"": ""PurePower"", ""description"": ""THE PUREPOWER ADVANTAGE<b><br></b>\nDPP is proud to carry PurePower Technologies, one of the nations leading developers of injection and turbo technology. PurePower is the authority for all\nprecision fuel, air-management and after-treatment systems for light, medium\nand heavy-duty diesel engines, having produced more than 30 million precision\ndiesel fuel injectors since 1999. With the capability to custom design any\ndiesel fuel injector and turbo for the reman market, while having the\nflexibility to scale to any size production program – from small lots to full\nOE launches. Backed by years of OE heritage,\nthe PurePower is the authority for American-made precision fuel, air-management\nand after-treatment systems for light, medium and heavy-duty diesel engines. PurePower’s\nexperience as an OEM allows them to create products that stay ahead of the\nmarket and regulatory trends, and to deliver uncompromising quality, durability\nand fuel economy.&nbsp;With exceptionally qualified engineers\nusing state-of-the-art CAD workstations with NX7, Solidworks capabilities and\nequipment capable of measuring to sub-micron levels. These facilities offer the\nflexibility to scale to any size production program — from small lots to full\nOEM launches. Since inception, PurePower has\ndedicated all their resources to developing, producing and remanufacturing\nhigh-performance solutions, all done in-house. From factory replacement\ninjectors, EGR, turbos and controllers to custom built products, PurePower does it all."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_purepower.png?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/51870271766893"", ""collection"": ""gid://shopify/Collection/623885451629""}"
Putco Truck Accessories,putco,gid://shopify/Metaobject/228484350317,brand,,2026-02-12T16:20:34Z,"{""brand_name"": ""Putco Truck Accessories"", ""description"": ""<p>Putco offers the industry's most diverse and unique collection of TRUCK, AUTO, SUV, and POWERSPORTS ACCESSORIES. In 2013, Putco moved into a new 126,000 sq. ft. facility. With this facility, they continually invest in high automation product, state of the art equipment, an in-house LED production line and much more. This allows Putco to support and increase the number of American made products.</p><p>\n</p><p>For more than 48 years, Putco has been a recognized brand for top quality products. Putco's commitment to our clients revolves around 5 core principals: QUALITY // INNOVATION // INVENTORY // WARRANTY // PROFIT FOR OUR CLIENTS.</p><p></p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_PUTCO.jpg?v=1748897975"", ""image_file"": ""gid://shopify/MediaImage/53065814245741"", ""collection"": ""gid://shopify/Collection/623882371437""}"
RECON Lighting,recon,gid://shopify/Metaobject/228481696109,brand,,2026-02-12T16:25:57Z,"{""brand_name"": ""RECON Lighting"", ""description"": ""Recon is the premier manufacturer of aftermarket lighting for most modern vehicles, specializing in domestic trucks.  Most people know Recon for their unique projector style headlights and LED taillights, but they also manufacture a wide array of unique products that are unique to Recon only.  Products such as their logo embossed illuminated door entry guards, tailgate light bar with LED backup lights, BIG RIG running lights, the list goes on, have set standards in the industry.  On top of having a very diverse lineup of lighting products, Recon's quality has surpassed their competition, as well, never sacrificing quality for quantity.  We personally run many of Recon's lighting kits on our personal vehicles, and are completely impressed with the fitment, quality, aesthetics, and light output of ALL their applications."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_recon.jpg?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065877258605"", ""collection"": ""gid://shopify/Collection/623879782765""}"
Race Sport Lighting,rslighting,gid://shopify/Metaobject/228484055405,brand,,2025-07-21T14:52:14Z,"{""brand_name"": ""Race Sport Lighting"", ""description"": ""Race Sport Lighting stands out as a leading lighting supplier in North America, specializing in serving professionals across diverse sectors such as automotive, truck accessories, power sports, 12-volt, and marine markets. Since its establishment in 2007, Race Sport Lighting has earned the trust of customers worldwide, with a primary focus on North America. The brand is synonymous with delivering top-notch products at competitive prices, accompanied by an exceptional customer service experience. The commitment to providing consistently high-quality lighting solutions, coupled with comprehensive service value, forms the foundation for the brand's continuous growth. It's no wonder Race Sport Lighting is the preferred lighting supplier for renowned brands in the industry.<br><br>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_rslighting.png?v=1752773990"", ""image_file"": ""gid://shopify/MediaImage/52039503446381"", ""collection"": ""gid://shopify/Collection/623884665197""}"
Ranch Hand,ranchhand,gid://shopify/Metaobject/228484088173,brand,,2026-02-12T16:25:22Z,"{""brand_name"": ""Ranch Hand"", ""description"": ""Ranch Hand started in 1986 in a small shop in Texas. They were one of the first to enter into the truck accessory industry. Since then, their business experience, knowledge, and determination has expanded Ranch Hand's presence on the road from a single racher's truck in a small town Texas to tens of thousands of trucks, Jeeps, and SUV's across the nation."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_RanchHand.jpg?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065867952493"", ""collection"": ""gid://shopify/Collection/623880208749""}"
Rancho,rancho,gid://shopify/Metaobject/228482810221,brand,,2025-07-21T14:51:23Z,"{""brand_name"": ""Rancho"", ""description"": ""The versatility of a truck is really only limited to your imagination. From low riders, to trophy trucks, crawlers, tow rigs, and racers, the sky is really the limit to what you can do. One of the key components for any build, is suspension. Given the importance of suspension for your driving experience, shouldn't you trust a company with nearly 70 years of innovation? From Southern California, Rancho has been a long time player in the offroad game, building off a reputation of building suspension systems to tackle the deserts of Mexico, Morocco and California. Ranging from shocks, offroad protection upgrades, doors, roll cages and more, Rancho can kit your offroad or onroad truck to the spec that makes you feel ready to conquer any terrain that you might face."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_rancho.png?v=1752774014"", ""image_file"": ""gid://shopify/MediaImage/52039503872365"", ""collection"": ""gid://shopify/Collection/623885156717""}"
Rare Parts Steering and Suspension,rareparts,gid://shopify/Metaobject/228489855341,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""Rare Parts Steering and Suspension"", ""description"": ""Originally founded in 1981, Rare Parts has worked tirelessly to provide steering and suspension upgrades for known failure points of factory systems and created an incredible name for themselves in doing so. Whether its an upgraded tie rod or pitman arm for your Duramax or heavy duty ball joints for a Wrangler JK, they've got you covered, all with parts manufactured in their Stockton, California facility."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_rareparts.png?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/51870273306989"", ""collection"": ""gid://shopify/Collection/623879717229""}"
ReadyLIFT Suspension,readylift,gid://shopify/Metaobject/228485038445,brand,,2026-02-12T16:25:36Z,"{""brand_name"": ""ReadyLIFT Suspension"", ""description"": ""<b>READYLIFT</b>\n<p>In terms of truck and SUV lift kits, ReadyLIFT is a household name. From their simple to install, high-quality leveling kits, to their full blown long travel Off-Road Series lift and suspension systems, and everything in between, ReadyLIFT has a product to suit what you're after. Maybe you're looking to level out your Ram with an easy to install, cost effective spacer, no problem, ReadyLIFT's got it. Or maybe you're wanting to take your Chevy to the next level with a Long Travel Lift Kit, featuring 13\"" of travel....guess what.....no problem, ReadyLIFT's got it!</p>\n<b>READYLIFT SUSPENSION</b>\n<p>One thing is certain, ReadyLIFT prides itself on the craftsmanship of its products and how it effects the overall ride and performance of the suspension in which the products are installed. And this core principle is evident when it comes down to the ease of installation of their lift kits, leveling kits, and even individual componts, heck even their warranty, which is made out to be pretty simple; if it breaks, they'll replace it. Overall, when you're ready for a lift or leveling kit, be sure you consider ReadyLIFT.</p>\n<b>SHOP READYLIFT LEVELING KITS AND MORE AT DPP!</b>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_readylift.png?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065873293677"", ""collection"": ""gid://shopify/Collection/623879749997""}"
RealTruck SuperLift Suspension,superlift,gid://shopify/Metaobject/228485693805,brand,,2025-07-21T14:42:17Z,"{""brand_name"": ""RealTruck SuperLift Suspension"", ""description"": ""<p>Superlift began designing and manufacturing lift kits and suspension systems for off-road enthusiasts in the 1970's. In fact, Superlift was started and run by truck and Jeep enthusiasts; a legacy that remains today. Thier love of lifting and customizing trucks and Jeeps is what makes their Company Mission mean so much to them: to help their Customers realize their vision of creating an exciting new look, feel, and performance level for their rides - starting with the industry's best suspension lift and leveling kits. Superlift's rich tradition in manufacturing lift kits lives on in our new business model: we now engage, interact, communicate with all of their customers. The new Superlift is here today - better than ever before.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_superlift.png?v=1752774498"", ""image_file"": ""gid://shopify/MediaImage/52039518060909"", ""collection"": ""gid://shopify/Collection/623883911533""}"
Red-Head Steering Gears Inc.,redhead,gid://shopify/Metaobject/228489429357,brand,,2025-11-26T18:43:49Z,"{""brand_name"": ""Red-Head Steering Gears Inc."", ""description"": ""<b>Browse Red Head Steering Gears Online by Make, Model, and Year.</b>\nOne of the most prevalent issues with heavy duty, diesel powered trucks, especially as they accrue some miles, is sloppy steering. And its no wonder, most of us install larger tires, haul a considerable amount of weight, periodically use them offroad, and even put snowplows on the front. All of these put considerable stress on your steering components. All of those stresses coupled with the fact that the OEM steering gears, or basically anything you find at your local parts store, could be considered absolute garbage means that the majority of us are driving around with loose, wandering steering that must be constantly corrected in order to keep the truck in your lane. That is, unless youve upgraded your Cummins, Powerstroke, or Duramax with a Redhead!<br>\n<br>\nRed-Head Steering Gears was founded in 1981 by Seattle area automotive entrepreneur, Warren Foster, who also founded Foster's Service in Georgetown, WA (now Foster's Frame &amp; Axle) and T 'n' W Pumps in Georgetown, WA (now Foster &amp; Snyder in Pingree, ND).<br>\n<br>\nThe business was purchased by Tom Foster and then Harvey Foster, both nephews of Warren. Tom is now retired in Arizona. Harvey moved to Seattle in 1979 to go to work for Warren in his frame and axle business. This knowledge of front ends has been very helpful in diagnosing steering problems.<br>\n<br>\nHarvey worked at the frame and axle shop for 6 1/2 years before joining Tom at Red-Head. Harvey has built and tested between 43,000 and 47,000 steering gears in the past 21 years. This business has had and continues to have a number of other great employees, all family members.<br>\n<br>\n<strong>Why we carry Red Head Steering Gears.....</strong><br>\nAs anybody that deals with us on a regular basis knows already...we want the best for our customers. As most people with a Dodge truck realize, the stock steering gear box leaves a lot to be desired. It was no different on our 2005 Dodge (3 gearboxes in the first 25,000 miles) or our 2007 Dodge (3 gearboxes in 75,000 miles). We have been searching for the answer to the gearbox dilemma and after testing a few other aftermarket boxes have settled on Red Head as being the best. Steering is smooth, effortless AND they are built to last. But it doesn't stop with upgraded Dodge boxes, they build upgraded boxes for nearly every application and we've had nothing but positive feedback on every unit. Red Head gets our Seal of Approval!<br>\n<strong><u><br>\nEVIDENCE:<br></u></strong>If you'd like additional third party evidence as to what goes into a Red-Head gear box or why this is the best gear box for your truck, and how much of an impact it will really make in your driving experience, check out a detailed review by acclaimed Turbo Diesel Register editor, Doug Leno."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_RedHead.png?v=1748885897"", ""image_file"": ""gid://shopify/MediaImage/51869438312813"", ""collection"": ""gid://shopify/Collection/623879881069""}"
"Reid Racing, Inc.",reidracing,gid://shopify/Metaobject/228481139053,brand,,2025-07-15T21:55:35Z,"{""brand_name"": ""Reid Racing, Inc."", ""description"": ""Reid Racing, Inc. was founded in 2007 as a spin off company of Dedenbear Products, Inc. originally founded in 1979. Most know Dedenbear as the original founded of the \""Delay Box\"" used throughout bracket racing and is standard protocol by today's standards. Reid Racing was founded in order to produce quality transmissions and drivetrain components for the offroading industry, and that they have done. One of their most widely known products in the offroading segment are their heavy duty knuckles for a wide array of axle configurations. If you want to add strength to your vehicle, you need a set of Reid Racing Steering Knuckles, we do!"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_reidracing.png?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/51870272815469"", ""collection"": ""gid://shopify/Collection/623879913837""}"
RetroBright LED,retrobright,gid://shopify/Metaobject/228487496045,brand,,2026-02-12T16:26:11Z,"{""brand_name"": ""RetroBright LED"", ""description"": ""RETROBRIGHT: LIGHT UP THE ROAD AHEAD<br>Driving your classic truck at night shouldnt feel like an adventure into the unknown. Traditional sealed beam headlights may capture the vintage aesthetic, but their dim halogen output can leave you in the dark. Enter RetroBright Headlights, the perfect blend of classic style and modern performance.<br>RetroBright LED headlights deliver unparalleled visibility, making nighttime driving safer and more enjoyable. With no additional ballasts required and nearly six times the lifespan of standard halogen bulbs, these headlights offer long-lasting reliability. Plus, they draw less power, generate less heat, and free up valuable space under the hood. Whether you're hitting the highway or cruising down a backroad, RetroBright combines old-school charm with cutting-edge efficiency. Illuminate your way with RetroBright and enjoy the perfect upgrade for your beloved classic truck. Classic look. Modern brilliance."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_retrobright.png?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065880732013"", ""collection"": ""gid://shopify/Collection/623885517165""}"
Rev-X Oil & Fuel Additive,revx,gid://shopify/Metaobject/228488249709,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""Rev-X Oil & Fuel Additive"", ""description"": ""When we were originally approached by Rev-X about carrying their product line, I have to admit that I was skeptical. I told him that I would be happy to TRY it in my 2007 5.9L Cummins that I personally drove at the time, but wouldn't commit until I saw some definite benefits. We received the product on a Wednesday afternoon and placed the stocking order the next morning! Rev-X is that good. We run Schaeffer's full synthetic oil in all of our trucks, and many with balanced motors, and you can still notice a difference in how much smoother the trucks run and how much quieter they are with the addition of Rev-X. We feel confident in passing Rev-X on to our customers."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_revx.png?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/51870272946541"", ""collection"": ""gid://shopify/Collection/623880438125""}"
RevMax Converters,revmax,gid://shopify/Metaobject/228489363821,brand,,2026-02-12T16:26:37Z,"{""brand_name"": ""RevMax Converters"", ""description"": ""RevMax Performance Torque Converters  Precision Engineering for Every Drive<br>When it comes to torque converters, RevMax Performance stands above the rest, delivering custom-engineered solutions for any application. From heavy-duty Allison-equipped trucks to race cars and family sedans, RevMax Performance Torque Converters are built to elevate your vehicles performance with unmatched quality and craftsmanship.<br>What sets RevMax apart? Every torque converter is custom-built to your exact specifications, ensuring optimal performance tailored to your unique needs. Unlike mass-produced options, our converters are meticulously crafted by a team of experienced professionals using only the highest quality materials, including 4340 hardened steel and 4130 Chrome-moly. With components sourced exclusively from U.S. distributors, every product is proudly Made in the USA and rigorously inspected to exceed the highest standards. By relying on word-of-mouth endorsements and customer satisfaction, RevMax lets the performance of it's products speak for itself, delivering exceptional value without compromising on quality. From precision robotic welding and computerized balancing to high-heat enamel finishes and secure shipping, every step in the manufacturing process is designed for excellence. When you choose RevMax, you're investing in durability, efficiency, and the confidence that your truck is equipped with the best.<br>Experience the RevMax difference, where innovation meets performance, and quality drives every mile."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Revmax.jpg?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065884336493"", ""collection"": ""gid://shopify/Collection/623882928493""}"
Revolution Gear & Axle,revolutiongear,gid://shopify/Metaobject/228489462125,brand,,2025-07-21T14:50:33Z,"{""brand_name"": ""Revolution Gear & Axle"", ""description"": ""<p>Revolution Gear &amp; Axle is dedicated to delivering the highest quality drivetrain products in the industry, combining unmatched product expertise with exceptional customer service. Established in 2012, but with roots going back to 1984, decades of experience ensure trusted solutions that meet the demands of both performance enthusiasts and everyday drivers alike.</p>\n<p>The product lineup includes premium ring and pinions, axles, driveshafts, bearing installation kits, and a comprehensive selection of driveline products. With strong manufacturing partnerships, Revolution Gear &amp; Axle has built a reputation for reliability, offering only the best for any vehicle project. As a second-generation, family and veteran owned business, the company stands behind its commitment to integrity and support for communities, including veterans and first responders. Choosing Revolution Gear &amp; Axle means choosing quality, dependability, and a brand that values genuine relationships with its customers. Whether tackling tough terrains or simply needing a reliable replacement part, Revolution has the right part at the right price.</p>\n<p><b></b></p><b>Join the Revolution  Drive with Confidence!<p></p></b>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_revolutiongear_24f33912-1d3c-4f56-b8b7-45628f9177eb.png?v=1752774094"", ""image_file"": ""gid://shopify/MediaImage/52039505805677"", ""collection"": ""gid://shopify/Collection/623886139757""}"
Rigid Industries,rigid,gid://shopify/Metaobject/228482187629,brand,,2025-07-21T14:49:37Z,"{""brand_name"": ""Rigid Industries"", ""description"": ""Founded in 2001, Rigid Industries has been providing off road products and accessories at a great value. Customer service has always been a cornerstone, as well as innovation. Cutting edge style and function keep their customers coming back. This tradition continues with the acquisition of Holder Offroad. As the manufacturer of the E-series LED light bars, the brightest and most efficient LED light, Rigid raises the bar on lighting technology. These lights are revolutionizing the way the night is navigated. In 2008, Rigid Industries acquired Dirt Lights, Inc. and Plane Lights, Inc. to expand the lighting products to include high quality HID products as well. The addition of these 3 companies has allowed Rigid Industries to offer a complete line of powersports, military and off-road lighting.<br>\n<br>\nThis exciting new technology in LED/HID lighting provides an exciting opportunity to establish Rigid Industries as the market leader in high quality automotive lighting solutions. Rigid is committed to supporting our customers and developing our product line to meet their needs. Rigid Industries strives to innovate and to remain the leader of LED technology."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_rigid.png?v=1752774114"", ""image_file"": ""gid://shopify/MediaImage/52039505969517"", ""collection"": ""gid://shopify/Collection/623880307053""}"
River City Turbo,rivercityturbo,gid://shopify/Metaobject/228483465581,brand,,2026-02-12T16:27:01Z,"{""brand_name"": ""River City Turbo"", ""description"": ""<p>River City Turbo was founded in January of 2000 and is one of the premier turbo suppliers in the country. With 25 years of combined experience in the turbo industry, they strive to produce top quality products at an affordable price. River City Turbo specializes in OEM turbochargers, turbo parts, rebuild services, and performance turbochargers. </p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_RiverCityTurbo.jpg?v=1748898001"", ""image_file"": ""gid://shopify/MediaImage/53065888530797"", ""collection"": ""gid://shopify/Collection/623876145517""}"
